rasch_score,sum_score,HH1,HH23r1.x,HH23r2,HH23r3.x,HHCr1,HHCr2,HHCr3,HHAr1,HHAr2,HHAr3,HH4,HH5,HH6r1,HH6r2,HH6r3,HH6r4,HH6r5,HH6r6,HHR,Q2,hRegionUS,HH7,HHO,HH8,HH9,HH10,HH10_1,HH11,HH12r1,noanswerHH12_r8,HH12a,HH13r1,noanswerHH13_r8,HH13a,HHI.x,Gender,Age,Number in household,Children,Education,Household Income,Employment Status,Home Ownership,Region,Race,Hispanic Origin
2.145137691,27,5,1,4,0,1,0,1,0,1,0,37,1,1,0,0,0,0,0,1,31,1,1,2,1,2,2005,NA,2,2000,0,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.462501041,6,1,0,0,1,0,1,0,1,0,0,69,2,1,0,0,0,0,0,3,5,4,1,2,2,4,2011,NA,3,2000,0,NA,1,0,NA,1,Male,69,1,None,Master's Degree,"Less than 15,000",Retired,Own,Region 4: West,Other,No
-0.64090161,3,1,0,0,1,0,1,0,1,0,0,70,2,1,0,0,0,0,0,3,47,3,1,2,3,2,2016,1,4,290,0,NA,2050,0,NA,1,Male,70,1,None,"Doctoral or Professional Degree (PhD, Ed.D, JD, DVM, DO, MD, DDS, or similar)","25,000 to 49,999",Retired,Own,Region 3: South,Caucasian / White,No
-0.64090161,2,4,2,2,0,1,0,1,0,1,0,46,1,0,1,0,0,0,0,1,33,1,1,2,2,2,2005,NA,4,500,0,NA,250000,0,NA,3,Male,39,4,2,"Doctoral or Professional Degree (PhD, Ed.D, JD, DVM, DO, MD, DDS, or similar)","250,000 to 499,999",Full-time (30 or more hours per week),Own,Region 1: Northeast,Caucasian / White,Yes
-0.825116057,2,5,2,0,0,1,0,1,0,0,1,36,1,1,0,0,0,0,0,1,23,2,1,2,2,3,2000,NA,4,500,0,NA,127000,0,NA,3,Female,41,5 or more,3,Master's Degree,"100,000 to 149,999",Full-time (30 or more hours per week),Own,Region 2: Midwest,Caucasian / White,Yes
0.801368055,15,3,0,0,2,0,1,0,1,0,1,36,1,0,0,0,0,0,1,1,5,4,2,1,5,2,2010,NA,2,700,0,NA,12000,0,NA,1,Female,36,3,None,Bachelor's Degree,"15,000 to 24,999",Part-time,Rent,Region 4: West,Other,Yes
2.27365187,23,4,1,0,0,1,0,1,0,0,1,35,1,1,0,0,0,0,0,1,47,3,2,1,7,2,2007,NA,3,1450,0,NA,44000,0,NA,2,Female,35,4,2,"Some College, University, Technical School or Further Education","25,000 to 49,999",Full-time (30 or more hours per week),Rent,Region 3: South,Caucasian / White,Yes
-0.825116057,3,2,0,0,0,0,1,0,0,0,1,55,2,1,0,0,0,0,0,3,1,3,1,2,1,3,2007,NA,4,NA,1,2,NA,1,3,3,Female,55,2,1,Secondary (high school) Education,"100,000 to 149,999",Homemaker,Own,Region 3: South,Caucasian / White,No
-0.462501041,5,3,1,0,0,1,0,1,0,0,1,38,1,0,1,0,0,0,0,1,44,3,1,2,2,4,2003,NA,4,2200,0,NA,143500,0,NA,3,Male,53,3,1,Master's Degree,"100,000 to 149,999",Full-time (30 or more hours per week),Own,Region 3: South,Asian / Asian American,Yes
-1.212989604,0,1,0,0,0,0,1,0,0,0,1,50,1,0,0,0,0,0,1,1,44,3,1,2,2,2,1995,NA,2,NA,1,7,NA,1,1,1,Male,50,1,None,"Some College, University, Technical School or Further Education","Less than 15,000",Full-time (30 or more hours per week),Own,Region 3: South,Other,Yes
-0.121493301,5,1,0,0,1,0,1,0,1,0,0,68,2,1,0,0,0,0,0,3,36,2,1,2,3,2,2002,NA,3,375,0,NA,7800,0,NA,1,Male,68,1,None,Bachelor's Degree,"75,000 to 99,999",Retired,Own,Region 2: Midwest,Caucasian / White,No
2.27365187,25,3,1,1,1,1,0,1,1,1,0,53,1,0,0,0,0,0,1,1,22,1,2,1,4,3,2010,NA,3,1250,0,NA,2350,0,NA,1,Male,53,4,4,Incomplete Secondary (high school) Education,"Less than 15,000",Disabled,Own,Region 1: Northeast,DO NOT USE,Yes
1.492091633,17,1,0,0,0,0,1,0,0,0,1,27,1,1,0,0,0,0,0,1,10,3,1,2,2,1,1991,NA,3,1000,0,NA,NA,1,1,1,Female,27,1,None,Associate's Degree,"25,000 to 49,999",Full-time Student,Own,Region 3: South,Caucasian / White,Yes
-0.64090161,2,1,0,0,0,0,1,0,0,0,1,58,1,1,0,0,0,0,0,1,14,2,1,2,2,3,2015,1,2,900,0,NA,45000,0,NA,2,Female,58,1,None,Secondary (high school) Education,"25,000 to 49,999",Full-time (30 or more hours per week),Own,Region 2: Midwest,Caucasian / White,Yes
-0.462501041,5,1,0,0,1,0,1,0,1,0,0,67,2,1,0,0,0,0,0,3,33,1,1,2,2,4,1951,NA,5,NA,1,2,31000,0,NA,2,Female,67,1,None,Associate's Degree,"25,000 to 49,999",Retired,Own,Region 1: Northeast,Caucasian / White,No
-1.015691666,1,2,0,0,2,0,1,0,1,0,0,66,2,1,0,0,0,0,0,3,10,3,1,2,2,5,1995,NA,3,NA,1,7,NA,1,4,3,Female,66,2,None,Associate's Degree,"75,000 to 99,999",Retired,Own,Region 3: South,Caucasian / White,No
-0.825116057,3,2,0,0,2,0,1,0,1,0,0,74,2,1,0,0,0,0,0,3,10,3,1,2,2,3,2007,NA,4,1200,0,NA,75000,0,NA,3,Female,73,2,None,Master's Degree,"25,000 to 49,999",Retired,Own,Region 3: South,Caucasian / White,Yes
-0.825116057,2,2,0,0,2,0,1,0,1,0,0,71,1,1,0,0,0,0,0,1,10,3,1,2,7,2,2000,NA,3,800,0,NA,1400,0,NA,1,Female,71,2,None,"Some College, University, Technical School or Further Education","15,000 to 24,999",Retired,Own,Region 3: South,DO NOT USE,Yes
-0.462501041,4,2,0,0,0,0,1,0,0,0,1,48,1,1,0,0,0,0,0,1,33,1,1,2,3,3,2018,2,3,825,0,NA,150000,0,NA,3,Male,48,2,None,Secondary (high school) Education,"100,000 to 149,999",Full-time (30 or more hours per week),Own,Region 1: Northeast,Other,Yes
-1.015691662,0,2,0,2,0,0,1,0,0,1,0,43,2,1,0,0,0,0,0,3,5,4,1,2,2,3,2006,NA,4,790,0,NA,179000,0,NA,3,Female,59,2,2,Master's Degree,"100,000 to 149,999",Full-time (30 or more hours per week),Own,Region 4: West,Caucasian / White,Yes
-0.462501041,5,2,0,0,0,0,1,0,0,0,1,57,2,1,0,0,0,0,0,3,10,3,1,2,2,4,2005,NA,3,1100,0,NA,90000,0,NA,3,Male,65,2,None,Bachelor's Degree,"75,000 to 99,999",Full-time (30 or more hours per week),Own,Region 3: South,Caucasian / White,No
-0.64090161,4,2,0,0,2,0,1,0,1,0,0,70,2,1,0,0,0,0,0,3,8,3,1,2,2,5,1981,NA,2,450,0,NA,110000,0,NA,3,Male,67,2,None,"Doctoral or Professional Degree (PhD, Ed.D, JD, DVM, DO, MD, DDS, or similar)","100,000 to 149,999",Retired,Own,Region 3: South,Caucasian / White,No
-0.64090161,4,1,0,1,0,0,1,0,0,1,0,34,1,1,0,0,0,0,0,1,3,4,1,2,2,3,2013,NA,4,1000,0,NA,55000,0,NA,3,Female,34,1,None,"Some College, University, Technical School or Further Education","50,000 to 74,999",Full-time (30 or more hours per week),Own,Region 4: West,Caucasian / White,Yes
0.801368055,13,1,0,0,1,0,1,0,1,0,0,65,1,1,0,0,0,0,0,1,10,3,1,2,2,3,2015,1,3,300,0,NA,13000,0,NA,1,Male,66,1,None,Vocational or Technical Degree,"15,000 to 24,999",Retired,Own,Region 3: South,Caucasian / White,Yes
-0.462501041,3,4,2,2,0,1,0,1,0,1,0,32,1,0,0,0,0,0,1,1,5,4,2,1,5,2,2015,1,2,1500,0,NA,25000,0,NA,2,Female,32,4,2,Bachelor's Degree,"25,000 to 49,999",Full-time (30 or more hours per week),Rent,Region 4: West,Other,Yes
-0.462501041,2,1,0,0,1,0,1,0,1,0,0,73,1,1,0,0,0,0,0,1,5,4,1,2,4,2,1975,NA,2,3000,0,NA,50000,0,NA,2,Female,73,1,None,Master's Degree,"50,000 to 74,999",Semi-retired,Own,Region 4: West,Caucasian / White,Yes
1.084037465,18,7,2,5,0,1,0,1,0,1,0,49,1,1,0,0,0,0,0,1,5,4,1,2,2,4,1993,NA,1,704,0,NA,39000,0,NA,2,Male,49,5 or more,4,"Some College, University, Technical School or Further Education","50,000 to 74,999",Full-time (30 or more hours per week),Own,Region 4: West,Other,Yes
-0.121493301,7,5,2,0,1,1,0,1,1,0,1,39,1,1,0,0,0,0,0,1,5,4,1,2,1,2,1991,NA,2,550,0,NA,49000,0,NA,2,Male,39,5 or more,3,Secondary (high school) Education,"25,000 to 49,999",Full-time (30 or more hours per week),Own,Region 4: West,Caucasian / White,Yes
-0.462501041,2,2,0,0,0,0,1,0,0,0,1,27,1,1,0,0,0,0,0,1,10,3,2,1,7,3,2017,2,4,1081,0,NA,NA,1,3,3,Male,27,2,None,"Some College, University, Technical School or Further Education","15,000 to 24,999","Contract, Freelance or Temporary Employee",Live with family member(s) in their residence,Region 3: South,Prefer not to answer,Yes
-0.825116057,3,1,0,0,1,0,1,0,1,0,0,65,2,0,1,0,0,0,0,2,23,2,2,1,2,2,2012,NA,5,NA,1,3,NA,1,1,1,Female,65,1,None,Secondary (high school) Education,"15,000 to 24,999",Unemployed,Rent,Region 2: Midwest,African American / Black,No
-0.64090161,4,1,0,0,1,0,1,0,1,0,0,60,2,1,0,0,0,0,0,3,38,4,1,2,2,4,2014,1,4,NA,1,7,NA,1,2,2,Female,60,1,None,Bachelor's Degree,"25,000 to 49,999",Retired,Own,Region 4: West,Caucasian / White,No
-0.462501041,4,1,0,0,1,0,1,0,1,0,0,65,2,1,0,0,0,0,0,3,6,4,1,2,2,4,2007,NA,2,400,0,NA,11000,0,NA,1,Male,66,1,None,Bachelor's Degree,"Less than 15,000",Retired,Own,Region 4: West,Caucasian / White,No
-0.64090161,3,2,0,2,0,0,1,0,0,1,0,30,1,1,0,0,0,0,0,1,5,4,2,1,4,2,2016,1,5,1200,0,NA,39000,0,NA,2,Female,54,2,None,Bachelor's Degree,"25,000 to 49,999",Full-time (30 or more hours per week),Rent,Region 4: West,Caucasian / White,Yes
0.356195034,8,12,4,1,2,1,0,1,1,1,1,68,1,1,0,0,0,0,0,1,44,3,1,2,2,6,1988,NA,3,1752,0,NA,95000,0,NA,3,Male,68,5 or more,5 or more,Master's Degree,"75,000 to 99,999",Full-time (30 or more hours per week),Own,Region 3: South,Caucasian / White,Yes
-1.01558289,3,1,0,0,1,0,1,0,1,0,0,71,2,0,1,0,0,0,0,2,29,4,2,1,4,2,2015,0,5,1025,0,NA,23565,0,NA,1,Female,72,1,None,Associate's Degree,"15,000 to 24,999",Retired,Rent,Region 4: West,African American / Black,No
0.356195034,7,2,0,1,1,0,1,0,1,1,0,56,1,1,0,0,0,0,0,1,5,4,2,1,7,2,2008,NA,3,NA,1,1,NA,1,1,1,Female,56,1,None,"Some College, University, Technical School or Further Education","25,000 to 49,999",Full-time (30 or more hours per week),Rent,Region 4: West,Prefer not to answer,Yes
-0.64090161,3,1,0,0,0,0,1,0,0,0,1,59,2,0,1,0,0,0,0,2,5,4,2,1,5,1,2015,1,3,900,0,NA,11000,0,NA,1,Female,59,1,None,"Some College, University, Technical School or Further Education","Less than 15,000",Retired,Rent,Region 4: West,African American / Black,No
-1.212989604,1,2,0,0,1,0,1,0,1,0,1,66,2,1,0,0,0,0,0,3,26,2,1,2,2,4,1982,NA,2,3000,0,NA,80000,0,NA,3,Male,67,2,None,Bachelor's Degree,"150,000 to 199,999",Retired,Own,Region 2: Midwest,Caucasian / White,No
1.624811786,18,2,0,0,2,0,1,0,1,0,0,83,2,1,0,0,0,0,0,3,3,4,1,2,3,3,2015,1,4,1000,0,NA,149000,0,NA,3,Female,74,2,None,Master's Degree,"100,000 to 149,999",Retired,Own,Region 4: West,Caucasian / White,No
0.041887645,10,3,0,0,1,0,1,0,1,0,1,53,1,0,1,0,0,0,0,1,44,3,1,2,2,3,2012,NA,4,1950,0,NA,85000,0,NA,3,Male,58,3,1,Bachelor's Degree,"75,000 to 99,999",Retired,Own,Region 3: South,African American / Black,No
-0.825116057,1,4,1,3,0,1,0,1,0,1,0,41,2,0,1,0,0,0,0,2,34,3,1,2,2,4,2014,1,4,1635,0,NA,80000,0,NA,3,Female,41,4,3,"Some College, University, Technical School or Further Education","75,000 to 99,999",Full-time (30 or more hours per week),Own,Region 3: South,African American / Black,No
-0.64090161,2,2,0,2,0,0,1,0,0,1,0,41,2,0,1,0,0,0,0,2,33,1,2,1,4,5,1998,NA,5,1000,0,NA,NA,1,2,2,Female,41,5 or more,None,Associate's Degree,"15,000 to 24,999",Full-time (30 or more hours per week),Live with family member(s) in their residence,Region 1: Northeast,African American / Black,No
-1.01558289,4,3,0,1,2,0,1,0,1,1,0,24,1,1,0,0,0,0,0,1,44,3,2,1,3,3,1994,NA,3,NA,1,7,25000,0,NA,2,Male,26,3,None,"Some College, University, Technical School or Further Education","15,000 to 24,999",Full-time Student,Rent,Region 3: South,Caucasian / White,Yes
-0.825116057,5,1,0,0,0,0,1,0,0,0,1,65,2,0,1,0,0,0,0,2,26,2,1,2,4,3,1990,NA,2,400,0,NA,16800,0,NA,1,Female,65,1,None,"Some College, University, Technical School or Further Education","15,000 to 24,999",Retired,Own,Region 2: Midwest,African American / Black,No
-0.825116057,4,5,0,3,0,0,1,0,0,1,1,36,1,1,0,0,0,0,0,1,29,4,2,1,3,3,2016,2,3,900,0,NA,45000,0,NA,2,Male,37,5 or more,None,"Some College, University, Technical School or Further Education","15,000 to 24,999",Full-time (30 or more hours per week),Rent,Region 4: West,DO NOT USE,Yes
0.201003786,8,2,0,1,1,0,1,0,1,1,0,43,2,0,1,0,0,0,0,2,5,4,1,2,4,2,2016,1,5,850,0,NA,56000,0,NA,3,Female,43,1,1,Secondary (high school) Education,"25,000 to 49,999",Full-time (30 or more hours per week),Own,Region 4: West,African American / Black,No
0.943932657,13,1,0,1,0,0,1,0,0,1,0,32,2,0,1,0,0,0,0,2,36,2,1,2,2,3,2015,1,2,640,0,NA,900,0,NA,1,Female,32,1,None,Master's Degree,"25,000 to 49,999",Full-time (30 or more hours per week),Own,Region 2: Midwest,African American / Black,No
1.084037465,14,2,0,0,2,0,1,0,1,0,0,71,2,1,0,0,0,0,0,3,10,3,1,2,2,4,2000,NA,3,600,0,NA,55000,0,NA,3,Male,71,2,None,"Doctoral or Professional Degree (PhD, Ed.D, JD, DVM, DO, MD, DDS, or similar)","50,000 to 74,999",Retired,Own,Region 3: South,Caucasian / White,No
1.084037465,18,1,0,0,0,0,1,0,0,0,1,33,1,0,0,0,0,0,1,1,5,4,1,2,2,4,2015,1,2,2000,0,NA,200,0,NA,1,Female,35,1,None,Bachelor's Degree,"25,000 to 49,999",Full-time (30 or more hours per week),Own,Region 4: West,NA,Yes
-0.121493301,9,3,1,2,0,1,0,1,0,1,0,32,1,1,0,0,0,0,0,1,44,3,1,2,5,2,2005,NA,4,350,0,NA,250,0,NA,1,Female,33,3,1,Master's Degree,"100,000 to 149,999",Full-time (30 or more hours per week),Own,Region 3: South,Caucasian / White,Yes
-1.417578401,0,3,0,1,0,0,1,0,0,1,1,52,1,1,0,0,0,0,0,1,10,3,1,2,6,2,1990,NA,3,NA,1,3,30000,0,NA,2,Female,52,3,None,"Doctoral or Professional Degree (PhD, Ed.D, JD, DVM, DO, MD, DDS, or similar)","15,000 to 24,999",Unemployed,Own,Region 3: South,Caucasian / White,Yes
-0.462501041,6,1,0,0,1,0,1,0,1,0,0,66,2,0,1,0,0,0,0,2,13,4,1,2,2,4,2009,NA,4,745,0,NA,17400,0,NA,1,Female,66,1,None,Bachelor's Degree,"15,000 to 24,999",Retired,Own,Region 4: West,African American / Black,No
0.656077935,13,3,0,3,0,0,1,0,0,1,0,49,1,1,0,0,0,0,0,1,5,4,2,1,5,3,2013,NA,3,2500,0,NA,NA,1,1,1,Female,49,5 or more,None,"Some College, University, Technical School or Further Education","Less than 15,000",Full-time Student,Rent,Region 4: West,Caucasian / White,Yes
-0.64090161,2,2,0,0,2,0,1,0,1,0,0,66,2,1,0,0,0,0,0,3,10,3,1,2,2,3,2015,1,4,100,0,NA,65000,0,NA,3,Male,66,2,None,"Some College, University, Technical School or Further Education","50,000 to 74,999",Retired,Own,Region 3: South,Caucasian / White,No
1.357876406,21,4,1,1,1,1,0,1,1,1,1,37,1,1,0,0,0,0,0,1,3,4,1,2,2,4,2006,NA,4,5500,0,NA,112000,0,NA,3,Male,40,4,2,Bachelor's Degree,"100,000 to 149,999",Full-time (30 or more hours per week),Own,Region 4: West,Caucasian / White,Yes
-0.121493301,5,2,0,0,2,0,1,0,1,0,0,72,1,1,0,0,0,0,0,1,10,3,1,2,2,3,2007,NA,4,250,0,NA,36000,0,NA,2,Male,72,2,None,Bachelor's Degree,"25,000 to 49,999",Retired,Own,Region 3: South,Caucasian / White,Yes
-0.462501041,4,2,0,1,0,0,1,0,0,1,1,30,1,1,0,0,0,0,0,1,23,2,2,1,4,2,2016,1,5,NA,1,3,NA,1,1,1,Male,30,2,None,Bachelor's Degree,"Less than 15,000",Full-time (30 or more hours per week),Rent,Region 2: Midwest,NA,Yes
0.201003786,8,1,0,0,1,0,1,0,1,0,0,71,2,1,0,0,0,0,0,3,31,1,1,2,3,3,1984,NA,3,NA,1,7,NA,1,3,3,Female,72,1,None,Associate's Degree,"50,000 to 74,999",Retired,Own,Region 1: Northeast,Caucasian / White,No
-0.289497185,4,1,0,0,0,0,1,0,0,0,1,50,1,1,0,0,0,0,0,1,14,2,1,2,5,1,2002,NA,2,1550,0,NA,92000,0,NA,3,Male,50,1,None,"Some College, University, Technical School or Further Education","75,000 to 99,999",Full-time (30 or more hours per week),Own,Region 2: Midwest,Caucasian / White,Yes
-0.289497185,3,1,0,1,0,0,1,0,0,1,0,48,2,1,0,0,0,0,0,3,14,2,2,1,2,8,2009,NA,2,1500,0,NA,45000,0,NA,2,Female,48,1,None,Bachelor's Degree,"25,000 to 49,999",Full-time (30 or more hours per week),Rent,Region 2: Midwest,Caucasian / White,Yes
1.624811786,21,3,0,3,0,0,1,0,0,1,0,65,1,1,0,0,0,0,0,1,23,2,1,2,2,4,1988,NA,2,1600,0,NA,99000,0,NA,3,Male,69,2,1,Master's Degree,"75,000 to 99,999",Self-employed,Own,Region 2: Midwest,Caucasian / White,Yes
-0.462501041,3,1,0,0,1,0,1,0,1,0,0,63,2,0,1,0,0,0,0,2,5,4,1,2,2,3,1985,NA,2,1100,0,NA,90000,0,NA,3,Female,63,1,None,Secondary (high school) Education,"75,000 to 99,999",Part-time,Own,Region 4: West,African American / Black,No
1.624811786,18,5,3,2,0,1,0,1,0,1,0,41,1,1,0,0,0,0,0,1,5,4,1,2,2,3,2006,NA,3,7000,0,NA,125000,0,NA,3,Male,38,2,None,Master's Degree,"250,000 to 499,999",Full-time (30 or more hours per week),Own,Region 4: West,Caucasian / White,Yes
1.084037465,15,3,0,0,2,0,1,0,1,0,1,44,2,0,1,0,0,0,0,2,36,2,2,1,5,2,2018,2,5,600,0,NA,35000,0,NA,2,Male,44,3,None,Secondary (high school) Education,"25,000 to 49,999",Full-time (30 or more hours per week),Rent,Region 2: Midwest,African American / Black,No
-0.462501041,4,2,0,0,0,0,1,0,0,0,1,63,1,1,0,0,0,0,0,1,39,1,1,2,2,3,2015,1,1,NA,1,7,NA,1,2,2,Male,64,2,None,"Some College, University, Technical School or Further Education","25,000 to 49,999",Retired,Own,Region 1: Northeast,DO NOT USE,Yes
-0.462501041,5,2,0,2,0,0,1,0,0,1,0,28,1,1,0,0,0,0,0,1,33,1,2,1,4,1,2017,1,2,800,0,NA,NA,1,1,1,Male,29,4,None,Bachelor's Degree,"Less than 15,000",Unemployed,Live with family member(s) in their residence,Region 1: Northeast,Caucasian / White,Yes
0.041887645,6,2,0,0,2,0,1,0,1,0,0,66,1,1,0,0,0,0,0,1,33,1,1,2,2,4,1976,NA,2,NA,1,2,NA,1,3,3,Female,66,2,None,Master's Degree,"15,000 to 24,999",Retired,Own,Region 1: Northeast,Other,Yes
-0.289497185,4,2,0,0,2,0,1,0,1,0,0,74,2,1,0,0,0,0,0,3,11,3,1,2,2,3,2010,NA,3,112,0,NA,62000,0,NA,3,Female,74,2,None,"Some College, University, Technical School or Further Education","50,000 to 74,999",Part-time,Own,Region 3: South,Caucasian / White,No
-1.015691666,1,2,0,0,0,0,1,0,0,0,1,44,2,0,0,0,1,0,0,3,5,4,1,2,2,3,2014,1,4,6000,0,NA,200000,0,NA,3,Female,44,2,None,"Doctoral or Professional Degree (PhD, Ed.D, JD, DVM, DO, MD, DDS, or similar)","150,000 to 199,999",Full-time (30 or more hours per week),Own,Region 4: West,Asian / Asian American,No
0.356195034,11,4,1,1,0,1,0,1,0,1,1,49,1,1,0,0,0,0,0,1,5,4,1,2,2,3,2009,NA,2,400,0,NA,28000,0,NA,2,Female,49,4,1,Secondary (high school) Education,"25,000 to 49,999",Unemployed,Own,Region 4: West,DO NOT USE,Yes
0.356195034,8,4,1,0,0,1,0,1,0,0,1,45,2,1,0,0,0,0,0,3,22,1,1,2,2,3,2006,NA,3,NA,1,7,84500,0,NA,3,Male,69,4,2,Bachelor's Degree,"75,000 to 99,999",Full-time (30 or more hours per week),Own,Region 1: Northeast,Caucasian / White,No
-0.462501041,6,4,3,1,0,1,0,1,0,1,0,31,2,0,1,0,0,0,0,2,11,3,2,1,4,3,2011,NA,3,1750,0,NA,24500,0,NA,2,Female,31,4,3,Associate's Degree,"15,000 to 24,999",Full-time (30 or more hours per week),Rent,Region 3: South,African American / Black,No
-0.64090161,1,2,0,1,0,0,1,0,0,1,1,62,1,0,0,0,0,0,1,1,10,3,1,2,2,3,2004,NA,4,1000,0,NA,NA,1,1,1,Female,63,2,1,Bachelor's Degree,"15,000 to 24,999",Unemployed,Own,Region 3: South,Other,Yes
-0.462501041,3,2,0,0,2,0,1,0,1,0,0,66,2,1,0,0,0,0,0,3,43,3,1,2,2,4,2014,1,3,1200,0,NA,82500,0,NA,3,Male,66,2,None,"Some College, University, Technical School or Further Education","75,000 to 99,999",Part-time,Own,Region 3: South,Caucasian / White,Yes
-0.825116057,2,1,0,0,1,0,1,0,1,0,0,71,2,1,0,0,0,0,0,3,34,3,1,2,2,3,2016,1,4,2100,0,NA,400000,0,NA,3,Male,71,1,None,"Doctoral or Professional Degree (PhD, Ed.D, JD, DVM, DO, MD, DDS, or similar)","250,000 to 499,999",Full-time (30 or more hours per week),Own,Region 3: South,Caucasian / White,No
0.507784187,11,3,1,2,0,1,0,1,0,1,0,54,2,1,0,0,0,0,0,3,31,1,1,2,3,2,2005,NA,3,1890,0,NA,110000,0,NA,3,Male,54,3,2,"Some College, University, Technical School or Further Education","100,000 to 149,999",Disabled,Own,Region 1: Northeast,Caucasian / White,No
-0.462501041,3,2,0,0,0,0,1,0,0,0,1,45,1,1,0,0,0,0,0,1,14,2,1,2,2,3,2010,NA,3,1000,0,NA,120000,0,NA,3,Male,45,2,None,Bachelor's Degree,"75,000 to 99,999",Full-time (30 or more hours per week),Own,Region 2: Midwest,Caucasian / White,Yes
-0.462501041,4,2,0,0,0,0,1,0,0,0,1,54,1,1,0,0,0,0,0,1,44,3,1,2,6,2,2015,1,2,300,0,NA,95000,0,NA,3,Female,54,2,None,Master's Degree,"75,000 to 99,999",Full-time (30 or more hours per week),Own,Region 3: South,Caucasian / White,Yes
-0.289497185,5,2,0,0,1,0,1,0,1,0,1,71,1,0,0,0,0,0,1,1,44,3,1,2,2,3,1988,NA,1,900,0,NA,32000,0,NA,2,Female,71,2,None,"Doctoral or Professional Degree (PhD, Ed.D, JD, DVM, DO, MD, DDS, or similar)","25,000 to 49,999",Semi-retired,Own,Region 3: South,Other,Yes
-0.289497185,6,2,0,0,2,0,1,0,1,0,0,75,2,0,1,0,0,0,0,2,10,3,1,2,2,3,2000,NA,4,5000,0,NA,49000,0,NA,2,Male,76,2,None,Bachelor's Degree,"50,000 to 74,999",Retired,Own,Region 3: South,African American / Black,No
-0.825116057,2,3,1,0,0,1,0,1,0,0,1,45,2,0,1,0,0,0,0,2,3,4,2,1,5,2,2016,1,4,1100,0,NA,35000,0,NA,2,Female,45,3,2,Bachelor's Degree,"25,000 to 49,999",Full-time (30 or more hours per week),Rent,Region 4: West,African American / Black,No
-1.015691662,1,3,0,0,0,0,1,0,0,0,1,62,2,1,0,0,0,0,0,3,5,4,1,2,2,4,1996,NA,3,300,0,NA,145000,0,NA,3,Male,62,3,None,"Some College, University, Technical School or Further Education","100,000 to 149,999",Retired,Own,Region 4: West,DO NOT USE,Yes
1.357876406,15,2,0,1,0,0,1,0,0,1,1,34,1,1,0,0,0,0,0,1,5,4,2,1,6,2,2016,2,5,NA,1,5,NA,1,2,2,Female,34,2,None,Bachelor's Degree,"25,000 to 49,999",Part-time,Rent,Region 4: West,Caucasian / White,Yes
-0.64090161,5,5,3,0,0,1,0,1,0,0,1,42,2,0,0,0,1,0,0,3,31,1,1,2,2,4,2009,NA,4,3000,0,NA,350000,0,NA,3,Female,42,5 or more,3,Master's Degree,"200,000 to 249,999",Full-time (30 or more hours per week),Own,Region 1: Northeast,Asian / Asian American,No
2.530290672,25,3,1,1,0,1,0,1,0,1,1,41,1,0,0,0,0,0,1,1,1,3,1,2,2,3,2018,3,4,900,0,NA,50000,0,NA,2,Male,41,3,1,Secondary (high school) Education,"50,000 to 74,999",Full-time (30 or more hours per week),Own,Region 3: South,Other,Yes
-0.64090161,2,1,0,0,0,0,1,0,0,0,1,51,1,1,0,0,0,0,0,1,31,1,1,2,2,3,2013,NA,1,2500,0,NA,110000,0,NA,3,Male,51,1,None,Bachelor's Degree,"75,000 to 99,999",Full-time (30 or more hours per week),Own,Region 1: Northeast,Caucasian / White,Yes
1.492091633,17,1,0,0,0,0,1,0,0,0,1,64,2,0,1,0,0,0,0,2,23,2,1,2,2,3,2000,NA,2,NA,1,1,600,0,NA,1,Female,64,1,None,Associate's Degree,"15,000 to 24,999",Retired,Own,Region 2: Midwest,African American / Black,No
-1.212989604,0,1,0,0,0,0,1,0,0,0,1,58,2,1,0,0,0,0,0,3,10,3,1,2,2,3,2000,NA,4,NA,1,2,10000,0,NA,1,Female,58,1,None,Master's Degree,"Less than 15,000",Retired,Own,Region 3: South,Caucasian / White,No
-0.825116057,3,2,0,0,2,0,1,0,1,0,0,76,2,1,0,0,0,0,0,3,3,4,1,2,3,2,2015,1,4,500,0,NA,60000,0,NA,3,Male,76,2,1,"Some College, University, Technical School or Further Education","25,000 to 49,999",Retired,Own,Region 4: West,Caucasian / White,No
-0.825116057,1,3,0,0,2,0,1,0,1,0,1,64,1,1,0,0,0,0,0,1,10,3,1,2,2,3,1989,NA,2,1500,0,NA,75000,0,NA,3,Male,64,3,None,Bachelor's Degree,"75,000 to 99,999",Retired,Own,Region 3: South,DO NOT USE,Yes
0.04188765,7,1,0,0,0,0,1,0,0,0,1,53,2,0,1,0,0,0,0,2,26,2,2,1,7,1,2013,NA,2,665,0,NA,19500,0,NA,1,Female,53,1,None,Bachelor's Degree,"15,000 to 24,999",Full-time (30 or more hours per week),Rent,Region 2: Midwest,African American / Black,No
1.084037465,17,4,0,4,0,0,1,0,0,1,0,50,1,1,0,0,0,0,0,1,44,3,2,1,7,0,2012,NA,5,860,0,NA,NA,1,2,2,Female,50,4,2,Secondary (high school) Education,"25,000 to 49,999",Full-time (30 or more hours per week),Rent,Region 3: South,Prefer not to answer,Yes
