"","rnid","record","uuid","status","dTrack","qtime","consent","HH1","HH23r1.x","HH23r2","HH23r3.x","HHCr1","HHCr2","HHCr3","HHAr1","HHAr2","HHAr3","HH4","HH5","HH6r1","HH6r2","HH6r3","HH6r4","HH6r5","HH6r6","HH6r6oe","HHR","Q2","hRegionUS","HH7","HH7r3oe","HHO","HH8","HH8r8oe","HH9","HH10","HH10_1","HH11","HH12r1","noanswerHH12_r8","HH12a","HH13r1","noanswerHH13_r8","HH13a","HHI.x","ESC1r1","ESC1r2","ESC1r3","ESC1r4","ESC1r5","ESC1ar1","ESC1ar2.x","ESC1ar3.x","ESC1ar4.x","ESC1ar5","ESC1ar6","ESC1br2c1","ESC1br3c1","ESC1br4c1","ESC1b_1r1c2","ESC1b_1r2c2","ESC1b_1r3c2","ESC1b_1r4c2","ESC1b1r1","ESC1b1r2","ESC1b1r3","ESC1b1r4","ESC1cr2c1","ESC1cr3c1","ESC1cr4c1","ESC1c_1r1c2","ESC1c_1r2c2","ESC1c_1r3c2","ESC1c_1r4c2","ESC1c1r1","ESC1c1r2","ESC1c1r3","ESC1c1r4","ESC2.x","ESC2a","ESC2b","ESC2c","EB2a.x","EB2a1","EB3a","EB3a1","EB2b","EB2b1","EB3b","EB3b1","EB2c","EB2c1","EB3c","EB3c1","EB2d","EB2d1","EB3d","EB3d1","EB2e","EB2e1","EB3e","EB3e1","EB4.x","Q4ar1","Q4ar2","Q4ar3","Q4ar4","Q4ar5","Q4ar6","Q4ar6oe","EB5r1.x","EB5r2","EB5r3","EB5r4","EB6r1.x","EB6r2","EB6r3","EB6r4","EB7a.x","Q7a1","Q7a2","Q7a3","EB7b","Q7b1","Q7b2","Q7b3","EB7c","Q7c1","Q7c2","Q7c3","EB7d","Q7d1","Q7d2","Q7d3","EB8a.x","Q8a1","Q8a2","Q8b1","EB8b","Q8b2","EB8c","Q8c1","Q8c2","EB8d","Q8d1","Q8d2","HEC1r1a.x","HEC1r1b.x","HEC1r1c.x","HEC1r1d.x","HEC2r1.x","HEC2r2.x","HEC2r3.x","HEC2r4.x","HEC2r5.x","HEC2r6.x","HEC2r7.x","HEC2r8.x","HEC2r9.x","HEC2r10.x","HEC2r9oe","HEC3r3a.x","HEC3r3b.x","HEC3r3c.x","HEC3r3d.x","HEC3r3e.x","HEC3r3f.x","HEC3r3g.x","HEC3r3h.x","HEC4a.x","HEC4ai","HEC4aii","HEC4b.x","HEC4bi","HEC4bii","HEC5.x","HEC5a.x","HEC5a1","HEC5a2r1","HEC5a2r2","HEC5a2r3","HEC5a2r4","HEC5a2r5","HEC5a2r6","HEC5a2r7","HEC6.x","HEC6a.x","HEC6b1","HEC6b2r1","HEC6b2r2","HEC6b2r3","HEC6b2r4","HEC6b2r5","HEC6b2r6","EL1","hEL1r1","EL2","hEL2r1","EL3","CEP1.x","Q14a1","CEP2.x","Q14b1","CEP3.x","Q14c1","CEP4.x","Q14d1","CEP5.x","Q14e1","CEP6.x","CEP7.x","CEP8r1.x","CEP8r2.x","CEP8r3.x","CEP8r4.x","EH1a_er1a","EH1a_er2b","EH1a_er3c","EH1a_er4d","EH1a_er5e","EH2","EH2_1r1","EH2_1r2","EH2_1r3","EH2_1r3oe","H1r1","H1r2","H1r3","H1r4","H1r5","H1r6","H1r7","H1r7oe","H2r1","H2r2","H2r3","H2r4","H2r5","H2r6","H2r7","H2r8","H2r9","H2r10","H2r11","H2r12","H2r13","H2r14","H2r15","H2r16","noanswerH2_r17","PSSPSS1","PSSPSS2","PSSPSS3","PSSPSS4","PSSPSS5","PSSPSS6","PSSPSS7","PSSPSS8","PSSPSS9","PSSPSS10","SF1","SF2","SF3","PSQI1","PSQI2a","PSQI2b","FI1","FI2","FI3","FI4","child","eld","wbill.x","sbill.x","HHI.y","HH23r1.y","HH23r3.y","ESC1ar2.y","ESC1ar3.y","ESC1ar4.y","wbill.y","sbill.y","ESC2.y","EB2a.y","EB4.y","EB5r1.y","EB6r1.y","EB7a.y","EB8a.y","HEC1r1a.y","HEC1r1b.y","HEC1r1c.y","HEC1r1d.y","HEC2r1.y","HEC2r2.y","HEC2r3.y","HEC2r4.y","HEC2r5.y","HEC2r6.y","HEC2r7.y","HEC2r8.y","HEC2r9.y","HEC2r10.y","HEC3r3a.y","HEC3r3b.y","HEC3r3c.y","HEC3r3d.y","HEC3r3e.y","HEC3r3f.y","HEC3r3g.y","HEC3r3h.y","HEC4a.y","HEC4b.y","HEC5.y","HEC5a.y","HEC6.y","HEC6a.y","CEP1.y","CEP2.y","CEP3.y","CEP4.y","CEP5.y","CEP6.y","CEP7.y","CEP8r1.y","CEP8r2.y","CEP8r3.y","CEP8r4.y"
"1049","EPOWGTSKNKXQFJ64N5",1640,"xfd9ywja2ju7mdmx",3,0,962.2147129,1,1,0,0,1,0,1,0,1,0,0,70,1,1,0,0,0,0,0,"",1,10,3,1,"",2,6,"",2,2011,NA,3,400,0,NA,19000,0,NA,1,1,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"",0,0,0,1,0,0,0,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,1,5,5,5,5,5,0,NA,NA,NA,"",2,2,2,2,2,2,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,5,4,1,5,4,2,2,1,1,1,1,0,0,1,3,3,3,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1050","EPOWGTT3PTLR3584N2",1641,"xejc9xs9vkacgzs0",3,0,591.4486845,1,2,0,2,0,0,1,0,0,1,0,49,1,1,0,1,0,0,0,"",1,1,3,1,"",2,2,"",2,2010,NA,2,200,0,NA,3000,0,NA,1,1,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,15,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,NA,NA,2,1,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"backroom insulated",0,0,0,0,0,1,1,0,1,68,65,1,74,72,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,1,0,1,NA,0,NA,0,0,NA,1,1,1,2,1,2,1,1,0,0,0,0,1,0,4,3,4,1,2,0,NA,NA,NA,"",1,2,2,2,1,2,NA,"",2,1,1,1,1,2,2,2,2,1,1,2,1,2,1,1,0,3,3,3,5,4,3,4,4,3,2,3,2,3,2,1,0,1,1,2,2,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0
"1051","EPOWGTXZJT23XYV4N3",1642,"7qrz4v61k4rb4ye1",3,0,715.9749115,1,1,0,0,0,0,1,0,0,0,1,62,2,1,0,0,0,0,0,"",3,39,1,2,"",1,6,"",1,2016,1,2,525,0,NA,23000,0,NA,1,1,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,1,0,0,0,5,NA,NA,NA,NA,NA,NA,1,0,0,0,5,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,"",0,1,1,1,1,0,0,0,1,72,72,1,80,80,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,2,0,NA,0,NA,0,NA,0,NA,0,0,0,0,1,0,5,5,5,5,2,0,NA,NA,NA,"",2,2,2,2,1,2,NA,"",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,2,4,1,4,2,1,3,5,1,1,1,1,0,0,4,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"1052","EPOWGVHWZS247CV4N4",1645,"xg005fzwa42x4csq",3,0,881.7264793,1,1,0,0,1,0,1,0,1,0,0,70,2,1,0,0,0,0,0,"",3,36,2,2,"",1,6,"",1,2015,3,2,399,0,NA,13000,0,NA,1,1,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,0,0,"",1,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"Pest control",0,1,1,1,0,0,1,1,1,65,55,1,73,68,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,0,1,1,0,NA,1,3,0,NA,0,NA,0,0,1,0,1,0,3,5,5,5,5,0,NA,NA,NA,"",1,2,2,2,2,2,2,"None",2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,2,0,2,2,2,5,5,2,4,5,2,1,2,2,1,1,0,1,1,3,3,3,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
"1053","EPOWGW4Q2WDNDZS4N2",1647,"9r5rjzd0p5rpxjd3",3,0,1144.658217,1,1,0,0,1,0,1,0,1,0,0,78,2,1,0,0,0,0,0,"",3,39,1,2,"",1,5,"",2,2002,NA,4,800,0,NA,15000,0,NA,1,1,1,0,0,0,1,1,0,0,0,0,NA,NA,NA,1,1,0,0,1,1,NA,NA,NA,NA,NA,1,1,0,0,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,"",1,3,NA,NA,1,2,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,0,0,0,0,1,"",0,0,0,0,0,0,0,0,1,69,65,1,70,70,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,1,0,1,1,1,1,1,0,NA,NA,NA,"",1,2,2,2,2,2,NA,"",2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,0,2,1,3,5,3,1,5,4,1,1,3,1,1,2,0,0,1,3,3,3,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1054","EPOWGW9L26B3KGL4N1",1648,"qebh6jtwgb4amd4n",3,0,804.4859564,1,2,0,1,1,0,1,0,1,1,0,56,2,1,0,0,0,0,0,"",3,24,2,2,"",1,5,"",3,2015,0,4,1000,0,NA,NA,1,1,1,1,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",0,1,0,1,0,0,0,0,1,74,72,1,80,78,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,1,0,0,1,NA,1,1,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,1,0,2,2,2,2,2,0,NA,NA,NA,"",2,2,2,2,2,2,99,"Survey not working properly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,3,3,3,2,5,4,1,1,2,4,1,2,0,0,1,3,3,3,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"1055","EPOWGWKWZDDGTK94N6",1649,"a400jqtftsjbr1ru",3,0,639.9028478,1,3,0,1,2,0,1,0,1,1,0,37,2,0,1,0,0,0,0,"",2,3,4,2,"",1,6,"",3,2018,4,4,1100,0,NA,NA,1,4,3,1,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,60,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,NA,NA,3,1,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",0,0,0,0,0,0,0,0,1,72,72,1,72,72,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,0,0,0,0,1,0,1,0,NA,0,1,1,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,3,1,1,1,1,0,NA,NA,NA,"",2,2,2,2,2,2,NA,"",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,3,2,3,4,4,2,4,4,2,1,1,2,1,1,0,1,1,3,3,2,0,1,0,0,3,0,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"1056","EPOWGWLNB2LK4GL4N8",1650,"2m68qpgt78834r1z",3,0,1002.97117,1,1,0,0,1,0,1,0,1,0,0,67,2,1,0,0,0,0,0,"",3,39,1,2,"",1,5,"",1,1993,NA,2,880,0,NA,5000,0,NA,1,1,1,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,4,NA,NA,1,4,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,1,0,0,1,1,0,0,0,"",1,1,1,0,1,1,1,1,1,70,70,1,75,70,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,0,0,0,0,0,1,1,NA,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,1,1,3,2,5,5,1,0,NA,NA,NA,"",2,2,2,2,2,2,NA,"",2,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,0,3,5,5,1,2,1,1,1,1,4,3,1,4,1,0,0,1,3,3,3,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
"1057","EPOWGWR9GG625BN4N6",1651,"xp4ezy0y08pyae71",3,0,874.4510856,1,3,0,1,0,0,1,0,0,1,1,53,2,0,1,0,0,0,0,"",2,14,2,1,"",2,3,"",3,2018,2,4,1600,0,NA,150000,0,NA,3,1,1,0,0,0,1,1,0,0,0,0,60,NA,NA,0,0,0,0,NA,NA,NA,NA,70,NA,NA,0,0,0,0,NA,NA,NA,NA,1,50,1,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,2,NA,2,1,2,NA,2,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",0,0,0,0,0,0,0,0,1,75,65,1,70,60,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,2,2,1,1,1,0,NA,NA,NA,"",1,2,2,2,2,2,NA,"",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,5,5,1,5,5,2,2,1,1,1,0,0,0,1,3,3,3,0,0,1,1,3,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1058","EPOWGX9PRVG5QWK4N2",1654,"rhy8faktb9ax4z2j",3,0,1741.06097,1,1,0,0,0,0,1,0,0,0,1,61,2,1,0,0,0,0,0,"",3,39,1,2,"",1,5,"",1,2017,4,2,725,0,NA,12057,0,NA,1,1,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,0,0,0,"",1,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,0,1,0,0,0,0,0,1,0,"House is falling apart slum lird",1,1,1,1,1,1,1,1,1,75,70,1,65,65,1,1,3,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,2,0,NA,0,NA,0,NA,0,NA,0,0,0,0,1,1,3,2,2,5,2,0,NA,NA,NA,"",1,2,1,2,2,2,1,"Lupus kidney dauluee",2,1,2,2,2,1,2,1,1,2,1,2,2,2,2,1,0,3,1,3,4,4,3,3,3,3,2,3,3,3,0,0,0,1,2,3,3,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
"1059","EPOWGXCY3VNPL9M4N4",1655,"1zwg45c08ntdv7wv",3,0,792.1326852,1,1,0,0,1,0,1,0,1,0,0,65,2,1,0,0,0,0,0,"",3,39,1,2,"",1,4,"",1,2012,NA,3,267,0,NA,12000,0,NA,1,1,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,0,0,"",1,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,0,0,0,0,0,0,0,1,"",0,1,0,1,1,1,0,0,1,60,60,1,70,70,1,1,4,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,1,1,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,1,0,2,3,3,2,3,0,NA,NA,NA,"",1,99,1,99,1,1,NA,"",2,2,2,1,1,2,2,1,2,2,1,2,2,1,2,1,0,2,2,3,3,3,3,4,3,2,3,4,4,2,1,0,0,2,1,2,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
"1060","EPOWGXGQXRPW8VR4N7",1656,"vh3c2y0hsm547nhh",3,0,989.8962886,1,1,0,0,1,0,1,0,1,0,0,70,2,1,0,0,0,0,0,"",3,20,1,2,"",1,6,"",1,2015,2,1,300,0,NA,25000,0,NA,2,1,1,0,0,0,1,1,0,0,0,0,40,NA,NA,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,0,0,"",0,2,NA,NA,1,2,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,1,"",0,1,0,0,0,0,1,0,1,62,60,1,50,50,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,0,1,3,0,NA,0,NA,0,NA,0,NA,0,0,0,0,1,0,5,2,5,5,5,0,NA,NA,NA,"",2,2,2,2,2,2,1,"osteoarthritis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,5,5,2,5,5,2,2,3,2,1,1,0,0,1,3,3,3,0,1,1,1,2,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"1061","EPOWGXW8MV373384N6",1658,"0mdqefkd732n0cty",3,0,902.5987031,1,1,0,0,0,0,1,0,0,0,1,60,2,0,0,0,1,0,0,"",3,48,4,2,"",1,2,"",2,2011,NA,4,755,0,NA,1200,0,NA,1,1,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"",0,1,0,0,1,0,1,0,1,53,52,1,70,68,1,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,0,1,1,1,1,1,3,0,NA,0,NA,0,NA,0,NA,0,0,0,0,1,0,1,3,1,1,1,0,NA,NA,NA,"",2,2,2,2,2,2,NA,"",2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,0,5,5,5,3,3,5,3,3,5,5,2,1,1,0,0,0,1,3,3,3,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0
"1062","EPOWGXYGDB2Z82P4N3",1659,"k2xgt3900zw0tsax",3,0,599.9420316,1,4,0,2,2,0,1,0,1,1,0,29,2,1,0,0,0,0,0,"",3,22,1,1,"",2,2,"",3,1994,NA,2,NA,1,7,NA,1,3,3,1,0,1,0,0,1,0,1,0,0,0,NA,NA,NA,1,0,1,0,5,NA,5,NA,NA,NA,NA,1,0,1,0,5,NA,5,NA,1,500,5,1,0,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,NA,3,3,1,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,1,1,1,0,1,0,0,0,0,1,0,1,0,0,"",0,1,0,1,0,0,1,1,1,64,60,0,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,0,0,0,0,1,0,3,2,3,1,1,0,NA,NA,NA,"",2,2,2,2,2,2,NA,"",1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,1,0,3,3,5,3,3,3,3,3,4,2,4,1,3,2,1,0,1,3,3,3,0,1,1,1,3,0,2,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0
